,fid,id,Planeamien,PATRICOVA.,PATRICOV_1,Planeami_1,PATFOR. De,Planeami_2,Plan Gener,Catálogo,Catálogo.,Catálog_1,Clasificac,Zonificaci,Dotaciones,Afecciones,Afeccion_1,Infraestru,Red Natura,Infraest_1,Vías pecu,DIC_TIPO,DIC_TIPO_2,DIC_DES,DIC_DES_2,Normativa,Normativ_1,Normativ_2
3431,3432,2762813XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3432,3433,2763001XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3433,3434,2763002XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3434,3435,2763003XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3435,3436,2763004XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3436,3437,2763005XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3437,3438,2763502XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3438,3439,2763503XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3439,3440,2763504XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3440,3441,2763505XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3441,3442,2763506XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3442,3443,2763507XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3443,3444,2763508XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3444,3445,2764001XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3445,3446,2764002XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3446,3447,2764003XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3447,3448,2764004XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3448,3449,2764005XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3449,3450,2764006XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3450,3451,2764009XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3451,3452,2764010XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3452,3453,2764011XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3453,3454,2764143XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3454,3455,2764301XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3455,3456,2764302XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3456,3457,2764303XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3457,3458,2764304XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3458,3459,2764305XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3459,3460,2764306XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
